county name,state,county_population_increased_2015_2016,year,female_total_population,female_age_under_5_pct,female_age_5_to_9_pct,female_age_10_to_14_pct,female_age_15_to_19_pct,female_age_20_to_24_pct,female_age_25_to_29_pct,female_age_30_to_34_pct,female_age_35_to_39_pct,female_age_40_to_44_pct,female_age_45_to_49_pct,female_age_50_to_54_pct,female_age_55_to_59_pct,female_age_60_to_64_pct,female_age_65_to_69_pct,female_age_70_to_74_pct,female_age_75_to_79_pct,female_age_80_to_84_pct,female_age_85_and_over_pct,male_total_population,male_age_under_5_pct,male_age_5_to_9_pct,male_age_10_to_14_pct,male_age_15_to_19_pct,male_age_20_to_24_pct,male_age_25_to_29_pct,male_age_30_to_34_pct,male_age_35_to_39_pct,male_age_40_to_44_pct,male_age_45_to_49_pct,male_age_50_to_54_pct,male_age_55_to_59_pct,male_age_60_to_64_pct,male_age_65_to_69_pct,male_age_70_to_74_pct,male_age_75_to_79_pct,male_age_80_to_84_pct,male_age_85_and_over_pct
Frederick County,Virginia,TRUE,2011,38709,4.9,7.6,6,6.2,5.2,5.1,5.5,7.8,8.4,7.8,8.1,4.6,8.2,5.2,3,3.6,1.5,1.3,40957,7.9,8.1,5.2,7.8,5.8,5.6,7,8.4,5.5,7.3,7,4.2,7.8,5.1,2.6,2.3,1.7,0.7
Hanover County,Virginia,TRUE,2011,51597,5.4,6.8,6.7,6.9,5,4.4,4.5,7.4,7.1,8.6,8.7,7.1,6.4,4.8,2.8,2.6,1.7,3,48745,5.2,5.1,9.3,8.3,5.7,5,4.4,5.7,7.5,8.3,9.6,7.9,6.4,4,2.9,2.5,1.4,0.8
Henrico County,Virginia,TRUE,2011,164901,6.2,6.8,5.5,5.7,5.9,7.1,6.8,6.1,7.5,7.8,7.5,6.2,6.2,3.9,3.4,2.8,1.8,2.9,145544,6.8,6.4,8,6.6,6.6,7.5,7.2,5.5,8.3,7.7,7.4,6.2,5.2,3.5,2.5,1.7,1.7,1.2
James City County,Virginia,TRUE,2011,35817,5.8,6.3,3.2,6.9,6.4,4.6,5.5,6.2,4.6,6.8,7.3,6.1,8.6,8,4.2,2.6,2.6,4.2,32383,3.9,4.5,10.2,7.3,2.9,5.5,5.5,4.5,6.7,7.2,7.2,6.1,7.8,5,6.1,5.1,2.5,1.9
Loudoun County,Virginia,TRUE,2011,164333,8.2,7.6,9.4,6.6,3.2,6,7.9,9.7,10,8.4,6.4,5.2,3.7,3.1,1.4,1.2,0.8,1.2,161072,8.6,9.7,8,6.8,4.7,5.4,6.3,9.4,10.5,8.6,7.1,5.9,3.2,2.1,1.8,1,1,0
Montgomery County,Virginia,TRUE,2011,44768,4.3,3.8,5,11.5,19.1,7.1,4.7,7.1,4.3,5.9,5.3,4.7,5.6,2,4,1.9,2,1.9,49574,4.3,4.4,4.7,11.9,25,7.5,5.2,4.6,5.4,5.6,4.4,4.2,4.8,2.8,2,2.2,0.5,0.7
Prince William County,Virginia,TRUE,2011,210080,7.9,9.1,6.5,6.7,5.6,7.2,7.9,8.4,7.6,8.1,7,5.3,4.8,2.4,2.3,1.5,0.6,1.1,208926,8.2,8.7,7.8,7.3,6.5,7.2,7.6,8.9,6.6,8.1,7.1,5.9,3.9,2.8,1.4,1.1,0.3,0.6
Roanoke County,Virginia,FALSE,2011,48510,4.4,5.1,6.4,5.7,5.1,5.1,5,5.4,7.7,7.4,7.8,7.1,7.3,5.2,4.9,3.7,3.7,2.9,44230,5.9,5,7.5,7.2,4.6,5,4.8,7,7.6,7.8,7.5,7.9,6.8,5.2,3.9,2.7,2.6,1
Rockingham County,Virginia,TRUE,2011,39809,5.4,5.2,8.7,6.5,7.2,4.8,5.2,4.2,7.2,7.8,7.2,7.3,5.8,4.8,4.4,2.5,3.6,2.3,36780,5.4,6.6,6.3,9.1,5.9,5.4,5,5.5,6.3,7.3,8.7,7.9,5.9,4.7,3.5,3.5,2,0.9
Spotsylvania County,Virginia,TRUE,2011,63497,5.6,9.1,7.3,5.6,6.2,4.3,8.7,8.1,5.8,8.4,7.8,7.4,4.8,4.8,1,1,2,2.1,60830,7.3,5.8,8.8,8.4,5.8,5.9,9.2,5.7,5.3,9.8,7.1,5.3,7,3.3,2.2,1.6,0.7,0.7
Stafford County,Virginia,TRUE,2011,66055,7.4,8.5,7.2,8.3,5.3,6.1,5.8,5.3,10.5,9.6,7.7,5.8,4.4,2.2,2.5,1,1.2,1.2,66078,5.7,7.2,9.3,8.2,8.6,7.1,7.1,5.2,8.2,8.3,8,6.2,3.9,3.7,1.4,0.9,0.5,0.6
York County,Virginia,TRUE,2011,32788,6.3,5.3,8.4,5.6,6,4.9,4.5,4.9,9.1,10.4,8,8.3,4.9,3.9,3.6,2.8,1.8,1.4,33346,6.2,7.6,10.5,8.4,5.1,5,6.7,4.8,6.6,9,8.3,5.7,6,2.6,3.4,2.4,1.3,0.5
Alexandria city,Virginia,TRUE,2011,74254,7.2,4.9,2.5,2.8,6,12.8,11.2,8.6,8.5,7.5,6.1,7,5.5,3.4,1.6,1.6,1.3,1.5,70047,7.5,4.7,3.6,3.8,6.2,11.1,12.5,10.5,8.3,7,6,6.7,4.3,3.1,1.2,1.8,0.8,1
Chesapeake city,Virginia,TRUE,2011,115304,5.9,7.7,6.3,6.7,6.4,6.3,6,6,8,8.4,8.2,5.9,6.2,3.3,3.3,2.3,2,1.2,109746,7,7.3,7.4,8.2,6.8,6.7,6.4,6.5,6.6,8.1,8.2,6.8,4.7,3.5,2.4,1.7,1,0.6
Hampton city,Virginia,FALSE,2011,70467,5.7,5.7,5.6,8,8.6,7.3,6.5,5.2,6.2,7.5,8.1,6,5.6,4.7,2.7,2.6,1.8,2.2,65934,6.8,6,7.6,7.8,9.4,8.1,6.1,3.9,6.6,7,7.6,7.4,5.2,3.7,2.4,2.1,1.3,0.9
Lynchburg city,Virginia,TRUE,2011,40568,5.2,2.8,4.9,10,16.3,8.2,5.1,3.7,3.2,4.7,6.3,5.2,5.1,3.1,4.2,5,2.6,4,35935,5.3,5.6,4.9,11.4,17.3,8.6,5,3.5,4.2,7.8,4.1,5.4,5.5,3.4,3.1,2,1.1,1.9
Newport News city,Virginia,FALSE,2011,93563,7,6.7,6.1,6.9,9.3,8.7,6.8,4.6,7.3,7.1,6.6,5.6,4.8,3.7,2.6,2.8,1,2.5,86048,8,6.7,6.3,7.8,10.2,8.9,7.1,5.6,6.5,6.8,6.7,5.1,4.9,3.6,2.3,1.6,0.9,0.8
Norfolk city,Virginia,FALSE,2011,117587,7,5.9,5.6,7.2,12.3,9.3,7,5.2,5.6,6.1,6.6,6.1,4.5,3.4,2.1,2.2,2,1.7,125041,7,5.3,5.4,7.1,17.9,11.1,7.4,5.8,5.3,5.5,6.2,4.9,3.8,2.3,1.7,1.5,0.9,0.9
Portsmouth city,Virginia,FALSE,2011,49721,7,6.3,5.4,5.8,8.3,8.2,7.7,6.5,4.7,6.3,7.2,5.1,6.9,3.5,3.7,2.6,2.1,2.9,45963,7.7,6.5,7.1,6.1,10,8,6.9,5.8,5.9,6.4,7.2,6.1,5.3,2.3,3.9,1.8,1.3,1.7
Richmond city,Virginia,TRUE,2011,106677,5.9,4.7,4.4,6.9,13.6,9.9,7.1,4.8,5.9,5.9,6.3,5.4,6.2,4,2.2,2.5,2.1,2.1,98856,7.3,5.3,5.1,6.9,12.2,10.6,8.2,4.9,7.2,5.9,6.2,5.9,5.3,2.9,2.4,1.8,1,1
Roanoke city,Virginia,FALSE,2011,50321,6.9,5.4,5.4,4.9,6.9,6.1,7.6,6.4,6.1,6.6,7.2,7.3,6.5,3.8,3.7,2.4,2.1,4.7,46393,7.8,5.5,5.9,6.1,5,8.1,7.8,4.9,9.9,7.3,6.9,6.9,5.9,4.2,2.6,1.5,1.9,1.6
Suffolk city,Virginia,TRUE,2011,44345,5.9,6.5,7.3,5.7,7.3,5.5,6.7,5.2,8.7,7.9,7.8,6.1,6.3,3.2,3.9,1.8,1.7,2.3,40585,7.3,8.4,7,6.5,7.5,5,6,6,7.6,8,8,6.7,5.7,3.1,3.6,1.4,1.6,0.7
Virginia Beach city,Virginia,FALSE,2011,225480,6.4,6.1,6.2,6.3,7.5,8.2,6.9,6.7,6.8,7.5,7.3,6.1,5.7,3.8,2.7,2.3,1.8,1.6,217227,7,6.6,6.9,6.7,9,9.1,7.6,6.1,6.9,7.2,7,5.6,4.9,3.4,2.1,1.7,1.4,0.8
Benton County,Washington,TRUE,2011,89752,6.4,7.6,6.8,7.4,7.1,6.1,6.4,6.8,5.7,7.1,7.4,7.2,5.2,5,2.1,1.8,1.8,2.3,90926,8.2,5.4,9.9,7.3,6.3,6.6,5.3,6.3,7,7.3,6.9,5.9,6.9,3.3,3.5,1.6,1.3,1.1
Chelan County,Washington,TRUE,2011,35912,3.6,4.7,9,9.9,5.8,4.6,5,3.7,7.4,6.9,9,7.2,6.7,5.3,2.9,4.7,0.9,2.8,37565,9.6,4.3,8,7.6,6.2,5.5,4.7,5.9,5.5,6.6,8.1,9.3,4.7,4,4.1,2.3,1.9,1.7
Clallam County,Washington,TRUE,2011,36550,4,4.5,5.5,5.9,4.6,4.4,4.6,4.9,4,6,7.4,8.3,9.9,7.7,5.7,2.8,4.8,5,35288,4.5,6.3,4.3,4.5,6.7,6.2,5.5,4,5.9,5.2,7.3,8.8,7.4,8,5.2,3.8,5.4,1.2
Clark County,Washington,TRUE,2011,219933,6.4,6.6,7.5,6.9,6.1,5.8,6.6,7.6,7,6.7,7,6.3,6.6,3.9,3.3,2.1,1.6,2.1,213485,7,8.5,6.9,6.9,6,6.4,6.7,6.5,7.4,7,7.3,6.3,6.1,4.3,2.6,1.7,1.1,1.2
Cowlitz County,Washington,TRUE,2011,51889,6.2,5.1,7.2,6.1,5.3,5.4,6,7.1,5.1,7.5,7.8,5.7,7.8,5.1,4.1,3.3,2.5,2.7,50589,6.1,9.1,5.8,6.5,5.2,5.3,6.3,5.3,7.2,7.2,7.5,6.8,6.8,5.4,3.6,3.4,1.8,0.7
Franklin County,Washington,TRUE,2011,41327,10.3,11,7.2,7.5,8.2,7.6,7.8,9.5,8.6,4.4,4.2,2.1,4.3,2.7,1.5,1.3,0.7,1,42128,10.4,11.5,8.3,9.2,5.4,9.3,9,6.6,6.6,6.7,3.7,3.3,4.4,2.6,0.8,0.6,1,0.5
Grant County,Washington,TRUE,2011,44875,9.1,9.3,7.6,7,7.1,6,6.3,5.8,6.3,5.6,6.1,6.2,3.7,4.6,3.2,2.2,2.3,1.7,46390,8.9,8.3,8.3,7.9,7.2,6.6,6.5,5.3,6.7,6.1,6,4.7,5.3,4.4,3.5,2.1,1.2,1
Grays Harbor County,Washington,TRUE,2011,35483,5.4,5.2,7.2,6.8,5.1,4.6,5.7,4.5,5.9,6.9,7.6,7.6,9.5,5.4,4.7,2.7,3.3,1.9,37063,6.2,5.7,5.5,5.5,8,6.2,6.6,7.4,5,6.5,7.4,9.1,5.6,5.7,3.9,1.7,2.3,1.8
Island County,Washington,TRUE,2011,39676,4.8,4.9,6.2,4.9,5.8,5.3,4.8,4.5,6.1,7.3,8.3,9.3,8,4.8,6.7,2.5,2.7,3.1,39295,4.6,5.1,6.4,5.7,7.3,7.3,6.4,5.2,5.4,6.1,7.4,8.7,6.7,5.5,5.1,3.4,1.5,2.1
King County,Washington,TRUE,2011,986400,6.1,5.5,5.8,5.4,6.8,8.1,7.9,7.5,7.4,7.2,7.3,6.5,5.9,3.9,2.6,2.1,1.8,2.3,983322,6.4,5.9,5.9,6,6.8,8.6,8.3,8,7.6,7.5,7.4,6.4,5.5,3.7,2.1,1.6,1.2,1.2
Kitsap County,Washington,TRUE,2011,125314,5.8,6.3,6,6.2,6.7,6,5.7,5.5,7,6.8,7.9,7.8,7.2,4.1,4.1,2.9,1.7,2.2,129319,5.7,6.3,5.9,7,9.5,7.6,5.9,5.7,6.1,6.7,7.6,7,7.3,5,2.4,2.3,1.1,1
Lewis County,Washington,TRUE,2011,37780,5.3,5.3,7.1,6.5,6.2,5.4,5.4,5.4,5.7,6.8,7.3,7.5,7.4,5.4,4.6,2,3.5,3.2,38121,6.1,4.7,8.3,7.4,6,5.4,5.7,4.9,6.8,5.9,7.6,6.7,8.4,5.2,4.3,1.9,2.4,2.3
Pierce County,Washington,TRUE,2011,406156,6.7,6.2,6.8,6.4,7.4,7.3,6.9,6.1,7.2,7.1,7.3,6.2,5.8,4.3,2.5,2.2,1.6,2.1,401748,7.1,6.8,7,7,8.3,7.7,6.9,6.5,6.8,7,7.3,6.4,5.2,3.7,2.5,1.7,1.2,0.9
Burleigh County,North Dakota,TRUE,2011,42351,7,7.9,3.6,6.2,7,7.5,6.9,5.8,4.9,6.6,7.5,7.1,6.5,3.1,4.2,2.1,2.5,3.5,40794,6.9,7.2,6.1,6.3,7,8,7.6,7.9,4.5,6.7,7.3,6.2,6.5,3.6,2.9,2.4,1.9,1
Cass County,North Dakota,TRUE,2011,76118,6.8,7.2,4.2,7.3,12.2,8.8,7.3,6.2,5.9,5.7,6.7,5.3,5.4,3.2,1.9,2.8,1.7,1.5,76250,6.8,5.2,6.5,7.1,12.5,10.5,8,6.1,6.3,6.1,6.1,6.1,4.6,2.5,2.1,1.3,1.3,1
Grand Forks County,North Dakota,TRUE,2011,33252,7.9,4.4,5.4,8.8,14.7,7.6,5.5,5.4,4.7,5.7,6.6,5.4,5.5,3.6,2.5,1.6,3,1.7,33346,6,5.2,4.3,9,18.6,9.7,6.4,4.5,4.9,5.5,6,5.6,5.1,2.6,2.7,1.2,1.1,1.5
Allen County,Ohio,FALSE,2011,52628,5.8,8.3,4.9,6.8,6.6,5,6.5,6.5,5,6.4,7.3,7.5,6.5,4.4,3.8,2.8,2.3,3.7,53466,7.1,6.6,6.5,8.3,8,6.6,5.7,5.1,6.7,6.4,7.4,6.8,6.3,3.3,3.5,1.9,2.6,1.1
Ashtabula County,Ohio,FALSE,2011,50248,5.5,5.8,6.9,6.2,5,5.4,5.4,7.3,5.3,7.4,7.6,8.3,6.3,4.6,4.1,2.8,2,4.1,51097,6.4,7.2,6.1,6.6,6,5.7,5.4,5.5,7.5,7.2,8.5,8,5.7,4.1,4,2.4,2,1.9
Belmont County,Ohio,FALSE,2011,34759,5.1,4.3,6.9,5.2,4.9,5.4,5.4,6.4,4.7,7.1,8.1,8.3,7.5,6,3.3,3.7,5.6,2,35392,4.8,6.1,5,6.5,6.7,6.8,6.6,6.6,6.2,7,8,8.5,6.9,6,2.1,2.8,1.1,2.3
Butler County,Ohio,TRUE,2011,188639,6.3,6.5,7.1,7.2,7.6,6.2,6.1,6.2,6.8,7.3,7.5,6.4,6,3.9,2.7,2.6,1.9,1.8,181360,6.9,6.7,8.3,7.9,8.2,5.5,6.2,6.5,6.9,7.1,7.5,6.1,6,3.2,2.6,1.9,1.5,1.1
Clark County,Ohio,FALSE,2011,71107,5.7,5.9,7.2,6.4,6.1,5.9,5.5,6.5,5,6.6,7.3,7.1,6.9,5.1,4.3,3,2.7,2.9,66584,6.8,7.1,6.4,6.8,6.7,5.6,5.7,5.5,6.7,6.8,7.7,6.5,7.4,4.5,4.2,1.9,2.2,1.6
Clermont County,Ohio,TRUE,2011,100415,6.2,6.5,7.2,6.1,5.4,5.7,5.8,6.7,6.7,7.7,8.7,8.5,5.1,4.4,3.1,2.4,1.9,1.9,98724,6.7,7.6,7.4,7.4,5.5,5.8,5.9,5.7,8.2,7.4,8.1,8.2,5.3,4,2.7,1.7,1.5,0.9
Columbiana County,Ohio,FALSE,2011,53952,5.6,4.7,6.9,6.3,5.3,4.9,5.9,6.2,5.5,6.9,8.3,6.9,7.4,4.8,4.5,4.1,3.1,2.7,53618,5.5,4.9,7.4,6.6,5.2,5.4,6.6,5.9,6.8,7.5,8.3,7,8,4.2,4.2,2.6,2.3,1.4
Cuyahoga County,Ohio,FALSE,2011,667391,5.5,5.5,6,6.4,6,6.4,5.9,5.6,6.4,7.1,7.9,6.8,6.7,4.4,3.7,3.1,3.1,3.5,602903,6.2,6.2,7,7.4,6.4,6.5,6.2,5.9,6.3,7.1,8.1,7.2,6.2,3.9,3.1,2.6,1.9,1.8
Delaware County,Ohio,TRUE,2011,90424,6.2,8.3,8.3,6.4,3.8,4.5,6.6,8,9.2,8.6,7.8,6,5.8,3.1,3.1,1.8,1.6,1.1,87917,7.6,9.4,8.8,7.2,4.4,4.1,5.8,6.7,9,9.5,7.2,5.9,5.6,3.3,2.3,1.8,0.8,0.6
Erie County,Ohio,FALSE,2011,39392,4.9,6.3,6.4,4.7,6.2,4.6,5.5,6,5.6,7.4,7.6,9.8,6,5.1,4.5,4.4,3,2,37359,5.2,7.5,5.6,6.3,4.8,5,5.9,7.1,5.4,8.1,8.5,8.5,6.1,6.3,2.5,3.5,3.1,0.7
Fairfield County,Ohio,TRUE,2011,72752,6,7.3,6.9,6.8,5,5,6,6.4,7.4,7.7,7.9,7.8,6,4.5,3,2.3,2.1,1.8,74314,7,5.6,8.5,8.6,5.2,6.4,6,5.9,7.7,8.3,6.9,7.3,5.8,3.2,3.3,1.8,1.4,0.9
Franklin County,Ohio,TRUE,2011,604788,6.9,6.7,5.6,6.5,8.4,8.7,7.7,6.4,6.8,6.6,6.9,6.1,5.1,3.3,2.8,1.8,1.9,1.8,574011,7.5,7.5,6,7,8.8,8.9,8.1,6.9,6.8,6.8,6.7,5.8,4.7,2.9,2.2,1.5,1.1,0.9
Geauga County,Ohio,FALSE,2011,48060,5.1,6.4,7.4,7.1,4.6,3.4,3.8,3.4,8.4,8.5,9.1,8.3,6.7,5.1,4,3.6,2.3,2.6,45168,5.5,7.4,7.5,8.1,5,4,3.8,5.3,6.3,7.9,9.1,8.6,6.8,6.2,2.7,2.6,1.8,1.3
Greene County,Ohio,TRUE,2011,83237,5,5.2,5.9,9.4,9.6,6.4,5.3,5.3,6.1,6.2,7.7,6.3,6.3,4.1,3.8,3.9,1.5,2,79609,6.1,5.9,6.8,8.2,9.7,8,5.7,5.6,5,6.2,7.6,6.1,6.7,4.2,2.8,2.7,1.5,1.2
Hamilton County,Ohio,TRUE,2011,415395,6.4,6.1,6,6.5,7,7.3,6.3,5.6,6.1,7,7.6,6.9,5.9,3.8,3.3,2.5,2.4,3.1,384967,7.1,7,6.5,7.4,7.6,7.5,6.6,5.3,6.8,7.1,7.4,6.8,5.6,3.5,2.7,2,1.5,1.5
Hancock County,Ohio,TRUE,2011,38458,6.5,6.9,5.6,8.7,5.9,5.6,5.9,4.4,7.5,6.6,7.2,6.8,6.3,4.2,3.5,1.9,1.7,4.6,36598,6.2,6.2,6.7,7.6,6.9,6.5,6.6,7.5,5.5,7,7.5,8.3,4.5,5.5,1.7,2.9,2.3,0.7
Jefferson County,Ohio,FALSE,2011,35520,4.5,4.6,5.2,7.3,7,4.4,4.9,5.2,5.6,6.9,7.9,8.1,7.4,6,4.2,3.6,4.3,2.7,33308,4.7,7.8,4.2,7.2,7.2,4.9,4.9,5.2,6.7,7,8,9,7,4.7,4.6,3,1.6,2.4
Lake County,Ohio,FALSE,2011,117207,4.7,6,5.8,6.3,5,5,5.5,6.3,6.2,7.5,8.6,7.7,6.6,5.2,4.2,3.6,2.5,3.4,112678,5.5,6.5,7.2,6.7,5.5,5.9,5.7,5.9,7.2,7.4,8.6,7.6,6.1,4.6,3.7,2.6,2.1,1.3
Licking County,Ohio,TRUE,2011,85486,5.6,6.6,6.9,6.5,5.9,5.6,5.7,5.4,8,7.4,7.8,6.3,7.2,4.5,3.9,3,1.5,2.2,81762,6.3,7.1,7.9,7.5,5.7,5.5,6,6.7,6.9,7.5,7.9,6.5,6.4,4.3,3.1,2,1.9,0.8
Lorain County,Ohio,TRUE,2011,153155,5.5,5.3,7.4,6.8,5.8,5.3,5.6,6.9,6,7.2,7.9,6.7,7.1,5.2,3.3,3.1,2.3,2.6,148459,6.1,6.7,7.1,7.1,6.1,5.6,6.1,6.4,7.1,7.4,7.9,6.8,6.8,4.5,3,2.1,1.8,1.4
Lucas County,Ohio,FALSE,2011,227119,6.4,7,5.3,6.7,7.5,6.7,6.1,5.8,6.2,6.7,7.4,6.8,6.1,4.2,3.1,2.6,2.9,2.4,212886,7,7.1,6.6,7.6,8,7,6.1,5.9,6.1,6.9,7.3,6.7,6.1,3.7,2.8,2,1.8,1.1
Mahoning County,Ohio,FALSE,2011,121987,4.8,5.9,5.4,6,5.9,5,5.3,5.5,5.8,6.7,8.3,7.2,7.4,5.7,3.5,3.4,3.9,4.2,115283,5.8,4.8,7.5,6.9,6.8,5.6,5.1,5.4,7,7.2,8.2,7.6,7.3,4.3,3.4,2.4,2.1,2.6
Marion County,Ohio,FALSE,2011,31072,5.8,7.1,5.7,4.9,6.7,5.3,5.9,6.5,5.6,6.7,7.7,6.3,8.4,4.8,3.7,3.1,1.8,4,35140,5.3,7.2,4.3,6.7,6.9,6.8,7.4,6.5,7.4,8.4,7.7,8.1,5.7,4.5,2.1,2.3,1.9,0.9
Medina County,Ohio,TRUE,2011,87693,5.3,7.2,7.1,6.5,4.5,5,5.6,7.1,6.8,8.3,8.1,7.1,7,4.3,3.5,2.4,1.7,2.6,85569,6.1,7,7.9,7.1,5.3,5,5.3,7,6.7,8.1,8.2,7.9,6.1,4.2,3.2,1.9,1.3,1.6
Miami County,Ohio,TRUE,2011,52351,5.4,4.5,9.4,5.8,5,5.2,6.2,6,6.7,7.2,7.9,7.1,6.8,5.2,3.6,3.5,2.7,2,50506,6.6,7.3,6.3,6.6,5.4,6,5.7,6.2,6.8,7.3,8.4,6.9,6.7,5.6,2.7,3.2,1.1,1.2
Montgomery County,Ohio,FALSE,2011,280219,5.9,5.8,6.2,6.2,6.7,6.1,6,5.4,6.5,6.8,7.5,7.2,6.1,4.4,4.1,3.6,3.1,2.5,257383,6.5,6.4,6.9,7.1,6.9,6.6,6.3,5.6,6.5,7,7.5,6.1,6.8,4,3.6,2.5,1.8,1.9
Muskingum County,Ohio,FALSE,2011,44778,5.4,6.8,6.4,7.3,6.4,5.5,5.5,5.6,6.8,6.6,7,6.3,7,5,3.5,3,3,2.6,41459,6.8,6.6,6.9,7.1,6.3,6.2,6,5.8,6.5,7.3,7.7,6.5,6.8,4.1,3.6,2.6,1.7,1.4
Portage County,Ohio,FALSE,2011,82168,4.7,5.8,5.5,8.8,11.5,5.1,6.2,5.2,6,7.3,7.5,6.3,6.4,4.2,3.1,2.7,1.6,2.2,79456,5.6,6.3,5.6,8,11.2,5.7,5.5,6.3,5.8,7.3,7.8,6.2,6.5,4.8,2.6,2.9,1.1,0.9
Richland County,Ohio,FALSE,2011,61194,5.7,6.5,6,5.9,4.9,5.5,5.8,5.6,6.1,7,7.6,5.5,8.8,4.5,5,4.1,2.8,2.9,62316,6,4.8,7.6,6.9,5.7,6.7,6.9,5.1,7.9,7.4,7.7,8.7,4.6,4.5,3.5,2.6,2,1.5
Ross County,Ohio,FALSE,2011,37007,6.1,5.1,8,6.3,5.2,5.2,6.3,4.7,8.2,6.9,8.8,7.1,6.2,5.2,3.5,2.1,3.1,2,41242,5.5,5.1,7.2,5.6,5.8,6.3,7.6,5.6,9,8.5,8.8,7.4,5.8,4.8,2.8,1.9,1.9,0.4
Scioto County,Ohio,FALSE,2011,40336,5.6,6,6.2,6.9,6.3,6.1,5.8,6.3,5.8,6.8,7.3,7.2,5.9,3.7,5.1,3.3,3.7,2.2,38941,5.8,7.7,6.2,6.6,8,6.8,6.3,7.7,5.1,6.9,7,7.1,5.5,4.3,3.4,1.7,3,0.8
Stark County,Ohio,FALSE,2011,192230,5.3,5.9,6.1,6.2,6.2,5.5,5.6,4.8,6.9,7,7.9,7.9,6.2,5.1,3.7,3.5,2.8,3.4,182857,6,6.3,7.3,7.4,6.4,5.4,5.9,5.3,6.9,7,7.9,8.4,5.5,4.6,3.3,2.9,2,1.7
Summit County,Ohio,FALSE,2011,279458,5.6,5.8,6,6.6,6.2,5.9,5.7,5.5,7,7.3,7.9,6.7,7.1,4.2,3.6,3,2.8,3,260374,6,6.5,6.6,7.2,6.8,6.3,6,5.8,7,7.4,7.9,7.1,6.6,4,3.1,2.2,1.7,1.9
Trumbull County,Ohio,FALSE,2011,107991,5.1,5.6,6.2,6.3,5.5,4.7,5.2,3.9,7.6,7.2,8,7,8.3,5,4.3,3.2,3.7,3.2,101273,5.8,6.1,6.7,6.5,6,5.7,5.3,5.4,6.9,7.2,8.2,7.1,7.7,4.4,4.4,2.7,2.4,1.7
Tuscarawas County,Ohio,FALSE,2011,47573,6,7.8,4.5,6.1,6.3,5.7,5.3,5.3,6.1,6.5,7.7,7.9,6.1,4.2,4.8,4.3,2.3,2.9,44935,6.1,5.9,8.1,6.9,5.8,6,5.8,5.5,6.4,7.1,7.8,7.9,6.3,4.4,3.6,3.1,1.8,1.5
Warren County,Ohio,TRUE,2011,106412,5.7,8.2,7.6,6.5,4,5.5,6.1,8.9,6.6,8.6,8,5.3,6.5,3.6,3.1,2.4,1.8,1.6,108498,6.7,8.2,8.2,6.7,4.7,5.4,6.4,9,6.9,8.4,8.2,6.6,4.9,3.4,2.6,1.6,0.9,1.2
Wayne County,Ohio,TRUE,2011,58106,6.6,7.6,5.8,8.9,4.6,5.7,5.6,4.8,6.8,6.7,7.5,6.8,5.9,5.4,3.2,2.9,2.3,2.9,56505,7.4,7.9,6.4,7.5,7.4,5.4,5.5,5.1,6.7,6.9,7.3,7,6,4.2,3.8,2.9,1.2,1.4
Wood County,Ohio,TRUE,2011,64873,5.1,5.9,5.4,10,11.1,5.6,5.4,6,5.3,7,6.9,6.3,5.7,4.3,2.6,2.3,2.9,2.1,61482,5.8,5.9,6.3,9.3,11.2,6.1,5.6,6.6,5.5,6.9,7,7.9,5.1,4.5,1.6,1.5,1.7,1.6
Canadian County,Oklahoma,TRUE,2011,60168,7,6.5,7.8,6.2,5,7.3,7.7,7.7,6.4,6.9,7,6.7,5.9,4.1,2.7,2.5,1.5,1.2,59324,7.4,8.7,7.3,7.3,6.1,6.7,7.8,6.8,7.2,7.5,6.6,7,4.1,3.6,2.4,1.5,0.9,1
Cleveland County,Oklahoma,TRUE,2011,131424,6,6.3,6.3,7.4,10.1,8.5,6.5,7.4,5.6,5.9,6.8,5.9,5.6,4.1,2.7,2.1,1.6,1.4,129857,6.5,6.4,6.8,7.5,11.2,8,8.5,6.9,6.2,6.2,6.1,5.4,4.9,2.5,3.3,1.4,1.1,1.1
Comanche County,Oklahoma,FALSE,2011,61710,7.9,8,6.4,5.6,7.8,9.8,6.4,6.7,6.2,6.5,6.1,5.8,5.3,2.9,3.2,2.6,1.3,1.4,64105,7.5,7.1,6.2,8.6,9.7,10.4,8.1,7.1,5.9,5.8,6.1,5.7,2.9,3.1,2.7,1.1,1,1.1
Creek County,Oklahoma,TRUE,2011,35375,5.8,7.7,5.4,6.3,6.1,5.6,5.6,5.9,6.1,7.1,7.6,6.9,6.8,4.4,4.7,3.8,1.2,2.8,35092,5.9,8.3,6.5,7.9,5.9,5.9,6.2,5.1,6.1,7.7,7.7,6.5,6.6,4.6,3.9,2.7,1.3,1.2
Muskogee County,Oklahoma,FALSE,2011,36490,7,7.6,5.6,7.2,5.5,6.5,5.8,5.9,5.3,7.2,7.3,5.7,7.1,5,3.4,3.8,2.3,1.9,34513,7.5,5.9,8.1,6.5,7.8,6.4,5.6,4.8,8,6.3,7.3,5.8,6.5,5.5,2.4,2.8,1.2,1.4
Oklahoma County,Oklahoma,TRUE,2011,373202,7.5,7.1,6.2,5.9,7.5,8.1,7.1,5.9,6.1,6.4,6.9,6.2,5.5,3.6,3.2,2.3,2.3,2.3,359169,8.1,7.5,7,6.8,7.6,8.5,7.4,6.2,6.2,6.3,6.8,6,5.2,3.3,2.8,1.8,1.5,0.9
